3,Aambaliyasan
3,Abohar
3,Achhnera
3,Ahmedpur
3,Alipurduar Railway Junction
3,Amla
3,Andal
3,Ankleshwar
3,Annupur
3,Asansol
3,Badnera
3,Baidyanathdham
3,Bakhiyarpur
3,Balaghat
3,Ballari
3,Barang
3,Bargarh Road
3,Barharwa
3,Barhiya
3,Batala
3,Bengaluru
3,Bhagalpur
3,Bharuch
3,Bhilai
3,Bhildi
3,Bhimavaram
3,Bhiwani
3,Bhojipura
3,bhopal
3,Bhusawal
3,Bibi Nagar
3,Bilaspur
3,Billimora
3,Bimalgarh
3,Bokaro
3,Bolangir
3,Boridand
3,Botad
3,Butibori
3,Chalisgaon Junction
3,Champa
3,Chandil
3,Chandrapura
3,Chengalpattu
3,Chhindwara
3,Coimbatore North Junction
3,Daritola
3,Dewas
3,Dhasa
3,Dhola
3,Dhone
3,Dornakal
3,Durg
3,Firozpur
3,Gadag
3,Garwa Road
3,Gomoh
3,Gulbarga
3,Gudivada
3,Gudur
3,Gujhandi
3,Gujhandi
3,Guntur
3,Guwahati
3,Hajipur
3,Hatmatiya
3,Hotgi
3,Hubballi
3,Hussain Sagar
3,Indore
3,Irugur Jn
3,Jabalpur
3,Jalamb
3,Jalamb
3,Jalgaon
3,Jamalpur
3,Jamnagar
3,Jankampet
3,Jasidih
3,Jaunpur Junction
3,Jhalawar Road
3,Jharsuguda
3,Jhund
3,Jodhpur
3,Jolarpettai junction
3,Junagarh
3,Kalyan
3,Kanhan
3,Kanpur Central
3,Karaila Road
3,Karepalli
3,Karjan
3,Kayamkulam junction
3,Kazipet
3,khagaria
3,Khana
3,Khijadiya
3,Khurda Road
3,Kiul
3,Kollam junction
3,Koraput
3,Kosamba
3,Kotshila
3,Kottavalasa
3,Krishna canal
3,Lanjigarh Road
3,Madhupur
3,Majri
3,Mangaluru junction
3,Manikgarh
3,Manikpur
3,Manpur
3,Mayiladuthurai Junction
3,Miyana
3,Mudkhed
3,Mughalsarai
3,Muhammadganj
3,Nagbhir
3,Nagda
3,Nagercoil Junction railway station
3,Nagpur
3,Naini
3,Naini
3,Nalhati
3,Nandyal junction
3,Naupada
3,Nawagaon
3,Neral
3,New Katni
3,Nizamabad Junction
3,Pachora Junction
3,Palanpur
3,Parbhani
3,Peddapalli Junction
3,Prachi Road
3,"Pratapgarh, Uttar Pradesh"
3,Pulgaon
3,Pune
3,Purna
3,Purulia
3,Rajatgarh
3,Rajkharswan
3,Rajkot Junction
3,Rajula
3,Rampurhat
3,Rangia
3,Raniganj
3,Sadashibpur
3,Sainthia
3,Saongi
3,Sarupsar
3,Sasaram
3,Satna
3,Sewagram
3,Sihor
3,Singapur Road
3,Sitarampur
3,Sonnagar
3,Surendranagar
3,Tadali
3,Talala
3,Tatanagar
3,Thanjavur Junction
3,Tilaiya
3,Titlagarh
3,Tori
3,Tumsar Road
3,Udhna
3,Vasad
3,Vikarabad
3,Visavadar
3,Vizianagaram
3,"Wadi, Karnataka"
3,Wardha
3,Yerraguntla Junction
3,Yeswanthapur
4,Adra
4,Agra Cantt
4,Akola
4,Allahabad
4,Ambala Cantt
4,Amritsar
4,Anand
4,Arakkonam
4,Asansol
4,Aunrihar
4,Balamu
4,Bangarapet
4,Barauni
4,Bharatpur
4,Bina
4,Bondamunda
4,Chandrapur
4,Chittorgarh
4,Dahod
4,Damodar
4,Daund
4,Dharmavaram
4,Dhrangadhra
4,Dhuri
4,Diva
4,Eranakulam junction
4,Faizabad
4,Gandhidham
4,Gaya
4,Ghazipur
4,Godhra
4,Gomoh
4,Gondia
4,Gooty
4,Govindpuri
4,Guntur
4,Hanumangarh
4,Hapur
4,Hassan
4,Hathras
4,Hisar
4,Indara
4,Itarsi
4,Itwari
4,Jakhal
4,Jalpaiguri
4,Janghai
4,Jetalsar
4,Jhansi
4,Kalol (Panchmahal)
4,Kanalus
4,Karjan
4,Karjat
4,Karur
4,Katni
4,Katwa
4,Kharagpur
4,Kiul
4,Koderma Junction
4,Kolar
4,Kota
4,Kurduvadi
4,Kurla
4,Lal Kuan
4,Madurai
4,Maksi
4,Manamadurai
4,Manmad
4,Mansi
4,Marwar Junction
4,Mavli
4,Merta Road
4,Miraj
4,Miyagam
4,Muri
4,Murtajapur
4,Muzaffarpur
4,Nadiad
4,Nainpur
4,Narkatiaganj
4,Panipat
4,Panvel
4,Phaphamau
4,Phulera
4,Pilibhit
4,Podanur
4,Raipur
4,Ranaghat
4,Ranchi
4,Ratlam
4,Renigunta
4,Saharanpur
4,Samastipur
4,Secunderabad Railway Station
4,Shahjehanpur
4,Shoranur
4,Sultanpur
4,Tenali
4,Tirunelveli
4,Ujjain
4,Viramgam
4,Virudunagar
4,Vridhachalam
4,Zafarabad
5,Bareilly
5,Barsoi
5,Dabhoi
5,Dindigul
5,Guntakal
5,Gwalior
5,Jalandhar
5,Katihar
5,Katni
5,Lucknow
5,Ludhiana
5,Mehsana
5,Moradabad
5,Patna
5,Rohtak
5,Sitapur
5,Tiruchirappalli
5,Varanasi
5,Vijayawada
5,Viluppuram
6,Bathinda
6,New Cooch Behar
6,Rewari
6,Salem
7,Mathura
